Number A,Operation,Number B,Solution
8.0,4.0,18.0,0.4444444444444444
18.0,3.0,19.0,342.0
1.0,4.0,16.0,0.0625
1.0,4.0,15.0,0.06666666666666667
8.0,3.0,17.0,136.0
14.0,3.0,6.0,84.0
15.0,2.0,11.0,4.0
15.0,1.0,18.0,33.0
17.0,3.0,2.0,34.0
10.0,3.0,10.0,100.0
15.0,4.0,9.0,1.6666666666666667
7.0,2.0,5.0,2.0
1.0,4.0,15.0,0.06666666666666667
20.0,2.0,1.0,19.0
14.0,1.0,17.0,31.0
7.0,3.0,17.0,119.0
13.0,4.0,1.0,13.0
12.0,1.0,12.0,24.0
16.0,3.0,1.0,16.0
10.0,4.0,2.0,5.0
7.0,3.0,19.0,133.0
13.0,1.0,11.0,24.0
14.0,3.0,16.0,224.0
9.0,3.0,12.0,108.0
11.0,2.0,4.0,7.0
1.0,4.0,4.0,0.25
18.0,2.0,11.0,7.0
10.0,3.0,14.0,140.0
20.0,1.0,9.0,29.0
18.0,4.0,8.0,2.25
12.0,4.0,19.0,0.631578947368421
20.0,3.0,16.0,320.0
9.0,3.0,2.0,18.0
12.0,2.0,8.0,4.0
20.0,3.0,17.0,340.0
3.0,4.0,6.0,0.5
18.0,4.0,12.0,1.5
14.0,3.0,7.0,98.0
6.0,2.0,15.0,-9.0
8.0,3.0,11.0,88.0
17.0,4.0,2.0,8.5
14.0,3.0,15.0,210.0
8.0,3.0,7.0,56.0
19.0,3.0,1.0,19.0
14.0,4.0,18.0,0.7777777777777778
15.0,1.0,2.0,17.0
13.0,3.0,12.0,156.0
2.0,2.0,17.0,-15.0
16.0,3.0,10.0,160.0
8.0,3.0,1.0,8.0
11.0,3.0,16.0,176.0
9.0,1.0,10.0,19.0
7.0,3.0,2.0,14.0
1.0,2.0,13.0,-12.0
8.0,1.0,2.0,10.0
12.0,1.0,1.0,13.0
13.0,2.0,14.0,-1.0
9.0,2.0,20.0,-11.0
8.0,3.0,19.0,152.0
2.0,3.0,11.0,22.0
4.0,1.0,12.0,16.0
1.0,4.0,18.0,0.05555555555555555
19.0,3.0,14.0,266.0
7.0,1.0,8.0,15.0
13.0,4.0,11.0,1.1818181818181819
13.0,2.0,1.0,12.0
7.0,3.0,12.0,84.0
4.0,1.0,2.0,6.0
12.0,3.0,4.0,48.0
17.0,3.0,5.0,85.0
4.0,4.0,12.0,0.3333333333333333
18.0,2.0,19.0,-1.0
1.0,2.0,19.0,-18.0
15.0,4.0,8.0,1.875
4.0,4.0,20.0,0.2
14.0,4.0,8.0,1.75
2.0,3.0,3.0,6.0
9.0,2.0,16.0,-7.0
4.0,2.0,10.0,-6.0
7.0,3.0,4.0,28.0
10.0,3.0,4.0,40.0
16.0,2.0,11.0,5.0
14.0,1.0,4.0,18.0
10.0,1.0,18.0,28.0
17.0,3.0,19.0,323.0
6.0,2.0,13.0,-7.0
13.0,3.0,13.0,169.0
5.0,1.0,11.0,16.0
12.0,4.0,15.0,0.8
1.0,2.0,6.0,-5.0
15.0,1.0,12.0,27.0
10.0,2.0,3.0,7.0
3.0,1.0,9.0,12.0
19.0,2.0,9.0,10.0
8.0,2.0,4.0,4.0
2.0,2.0,13.0,-11.0
8.0,4.0,8.0,1.0
12.0,3.0,18.0,216.0
20.0,4.0,20.0,1.0
17.0,2.0,17.0,0.0
17.0,1.0,7.0,24.0
7.0,3.0,15.0,105.0
15.0,3.0,3.0,45.0
15.0,3.0,9.0,135.0
6.0,2.0,7.0,-1.0
5.0,3.0,13.0,65.0
16.0,3.0,9.0,144.0
5.0,3.0,4.0,20.0
12.0,2.0,18.0,-6.0
13.0,2.0,13.0,0.0
9.0,4.0,18.0,0.5
6.0,3.0,16.0,96.0
9.0,4.0,13.0,0.6923076923076923
3.0,4.0,1.0,3.0
8.0,1.0,1.0,9.0
13.0,2.0,13.0,0.0
6.0,3.0,5.0,30.0
13.0,4.0,4.0,3.25
16.0,1.0,15.0,31.0
10.0,3.0,12.0,120.0
8.0,4.0,20.0,0.4
14.0,1.0,14.0,28.0
6.0,3.0,8.0,48.0
9.0,2.0,20.0,-11.0
4.0,1.0,16.0,20.0
16.0,2.0,2.0,14.0
12.0,2.0,1.0,11.0
9.0,2.0,19.0,-10.0
12.0,4.0,18.0,0.6666666666666666
9.0,3.0,19.0,171.0
10.0,2.0,7.0,3.0
9.0,3.0,9.0,81.0
2.0,4.0,14.0,0.14285714285714285
10.0,4.0,9.0,1.1111111111111112
5.0,1.0,16.0,21.0
9.0,1.0,9.0,18.0
14.0,1.0,6.0,20.0
3.0,3.0,3.0,9.0
3.0,1.0,18.0,21.0
19.0,1.0,13.0,32.0
2.0,2.0,16.0,-14.0
19.0,3.0,5.0,95.0
7.0,3.0,10.0,70.0
19.0,3.0,17.0,323.0
16.0,2.0,13.0,3.0
14.0,3.0,13.0,182.0
7.0,4.0,2.0,3.5
2.0,4.0,11.0,0.18181818181818182
12.0,2.0,7.0,5.0
19.0,3.0,5.0,95.0
1.0,2.0,12.0,-11.0
20.0,3.0,20.0,400.0
1.0,2.0,17.0,-16.0
7.0,4.0,12.0,0.5833333333333334
13.0,2.0,7.0,6.0
13.0,1.0,7.0,20.0
10.0,1.0,14.0,24.0
2.0,3.0,18.0,36.0
4.0,4.0,11.0,0.36363636363636365
13.0,1.0,5.0,18.0
13.0,4.0,16.0,0.8125
4.0,3.0,14.0,56.0
16.0,3.0,9.0,144.0
20.0,1.0,5.0,25.0
5.0,1.0,19.0,24.0
20.0,4.0,15.0,1.3333333333333333
13.0,4.0,14.0,0.9285714285714286
4.0,1.0,5.0,9.0
2.0,2.0,19.0,-17.0
5.0,3.0,11.0,55.0
12.0,4.0,2.0,6.0
5.0,2.0,11.0,-6.0
10.0,1.0,13.0,23.0
20.0,1.0,2.0,22.0
8.0,4.0,17.0,0.47058823529411764
9.0,1.0,7.0,16.0
11.0,3.0,17.0,187.0
16.0,3.0,19.0,304.0
4.0,4.0,18.0,0.2222222222222222
10.0,2.0,6.0,4.0
8.0,1.0,14.0,22.0
10.0,3.0,6.0,60.0
7.0,3.0,11.0,77.0
9.0,3.0,13.0,117.0
6.0,3.0,6.0,36.0
2.0,4.0,15.0,0.13333333333333333
10.0,4.0,6.0,1.6666666666666667
7.0,3.0,11.0,77.0
14.0,2.0,12.0,2.0
6.0,3.0,9.0,54.0
12.0,3.0,4.0,48.0
5.0,2.0,3.0,2.0
15.0,1.0,13.0,28.0
17.0,2.0,5.0,12.0
5.0,3.0,1.0,5.0
14.0,3.0,16.0,224.0
5.0,4.0,12.0,0.4166666666666667
7.0,3.0,18.0,126.0
15.0,2.0,20.0,-5.0
6.0,2.0,3.0,3.0
15.0,1.0,12.0,27.0
2.0,3.0,10.0,20.0
12.0,4.0,8.0,1.5
18.0,2.0,16.0,2.0
9.0,2.0,20.0,-11.0
4.0,1.0,14.0,18.0
14.0,4.0,10.0,1.4
7.0,4.0,5.0,1.4
17.0,2.0,20.0,-3.0
18.0,1.0,12.0,30.0
15.0,1.0,8.0,23.0
10.0,2.0,3.0,7.0
14.0,1.0,1.0,15.0
18.0,2.0,19.0,-1.0
11.0,3.0,2.0,22.0
5.0,4.0,1.0,5.0
6.0,2.0,18.0,-12.0
9.0,1.0,16.0,25.0
16.0,3.0,12.0,192.0
4.0,3.0,18.0,72.0
6.0,2.0,5.0,1.0
14.0,4.0,1.0,14.0
8.0,1.0,11.0,19.0
13.0,4.0,16.0,0.8125
15.0,2.0,20.0,-5.0
8.0,3.0,11.0,88.0
18.0,1.0,15.0,33.0
8.0,4.0,2.0,4.0
14.0,4.0,11.0,1.2727272727272727
20.0,4.0,20.0,1.0
5.0,3.0,17.0,85.0
5.0,2.0,18.0,-13.0
2.0,2.0,2.0,0.0
11.0,1.0,1.0,12.0
10.0,4.0,9.0,1.1111111111111112
10.0,3.0,13.0,130.0
17.0,2.0,1.0,16.0
3.0,3.0,2.0,6.0
1.0,1.0,12.0,13.0
16.0,3.0,13.0,208.0
5.0,2.0,18.0,-13.0
20.0,4.0,6.0,3.3333333333333335
20.0,4.0,17.0,1.1764705882352942
10.0,1.0,9.0,19.0
8.0,1.0,6.0,14.0
4.0,2.0,2.0,2.0
4.0,1.0,18.0,22.0
18.0,2.0,20.0,-2.0
11.0,3.0,9.0,99.0
15.0,1.0,17.0,32.0
16.0,3.0,13.0,208.0
8.0,1.0,16.0,24.0
2.0,3.0,15.0,30.0
5.0,4.0,20.0,0.25
10.0,3.0,16.0,160.0
19.0,1.0,14.0,33.0
10.0,4.0,17.0,0.5882352941176471
16.0,4.0,1.0,16.0
8.0,4.0,6.0,1.3333333333333333
16.0,2.0,19.0,-3.0
19.0,4.0,8.0,2.375
16.0,4.0,19.0,0.8421052631578947
15.0,2.0,3.0,12.0
4.0,1.0,17.0,21.0
4.0,1.0,6.0,10.0
10.0,4.0,18.0,0.5555555555555556
17.0,2.0,16.0,1.0
6.0,1.0,11.0,17.0
1.0,1.0,15.0,16.0
13.0,4.0,20.0,0.65
7.0,2.0,7.0,0.0
10.0,4.0,5.0,2.0
12.0,2.0,6.0,6.0
14.0,3.0,13.0,182.0
12.0,3.0,4.0,48.0
17.0,1.0,4.0,21.0
1.0,2.0,8.0,-7.0
2.0,1.0,8.0,10.0
15.0,4.0,13.0,1.1538461538461537
7.0,3.0,1.0,7.0
14.0,1.0,19.0,33.0
8.0,2.0,14.0,-6.0
3.0,1.0,4.0,7.0
5.0,3.0,5.0,25.0
3.0,1.0,9.0,12.0
2.0,4.0,11.0,0.18181818181818182
8.0,3.0,18.0,144.0
18.0,2.0,15.0,3.0
1.0,2.0,4.0,-3.0
17.0,1.0,11.0,28.0
3.0,2.0,15.0,-12.0
7.0,2.0,19.0,-12.0
4.0,3.0,19.0,76.0
1.0,4.0,6.0,0.16666666666666666
19.0,2.0,8.0,11.0
11.0,2.0,16.0,-5.0
11.0,2.0,8.0,3.0
18.0,3.0,7.0,126.0
10.0,2.0,13.0,-3.0
14.0,1.0,19.0,33.0
15.0,2.0,13.0,2.0
13.0,2.0,19.0,-6.0
2.0,1.0,5.0,7.0
13.0,2.0,16.0,-3.0
14.0,1.0,13.0,27.0
14.0,1.0,10.0,24.0
1.0,4.0,1.0,1.0
9.0,4.0,11.0,0.8181818181818182
3.0,1.0,14.0,17.0
2.0,1.0,19.0,21.0
19.0,3.0,15.0,285.0
17.0,4.0,9.0,1.8888888888888888
12.0,1.0,4.0,16.0
20.0,3.0,4.0,80.0
5.0,2.0,4.0,1.0
17.0,2.0,20.0,-3.0
20.0,3.0,20.0,400.0
8.0,2.0,2.0,6.0
7.0,4.0,5.0,1.4
3.0,2.0,6.0,-3.0
1.0,1.0,2.0,3.0
16.0,4.0,2.0,8.0
2.0,2.0,14.0,-12.0
16.0,3.0,11.0,176.0
12.0,4.0,18.0,0.6666666666666666
3.0,4.0,3.0,1.0
4.0,1.0,4.0,8.0
13.0,2.0,18.0,-5.0
8.0,2.0,17.0,-9.0
19.0,4.0,16.0,1.1875
1.0,3.0,15.0,15.0
8.0,3.0,20.0,160.0
15.0,2.0,10.0,5.0
7.0,2.0,11.0,-4.0
8.0,4.0,9.0,0.8888888888888888
3.0,3.0,1.0,3.0
17.0,1.0,6.0,23.0
2.0,4.0,6.0,0.3333333333333333
10.0,1.0,10.0,20.0
3.0,1.0,16.0,19.0
13.0,4.0,12.0,1.0833333333333333
16.0,2.0,16.0,0.0
16.0,3.0,15.0,240.0
4.0,1.0,8.0,12.0
11.0,2.0,8.0,3.0
16.0,1.0,15.0,31.0
16.0,1.0,16.0,32.0
6.0,4.0,1.0,6.0
16.0,1.0,11.0,27.0
8.0,2.0,6.0,2.0
10.0,1.0,19.0,29.0
12.0,1.0,5.0,17.0
20.0,1.0,19.0,39.0
5.0,1.0,7.0,12.0
18.0,3.0,13.0,234.0
3.0,3.0,14.0,42.0
12.0,4.0,12.0,1.0
4.0,4.0,9.0,0.4444444444444444
16.0,3.0,15.0,240.0
4.0,1.0,5.0,9.0
7.0,2.0,15.0,-8.0
9.0,4.0,12.0,0.75
13.0,1.0,5.0,18.0
8.0,4.0,18.0,0.4444444444444444
3.0,2.0,13.0,-10.0
9.0,1.0,12.0,21.0
13.0,3.0,15.0,195.0
2.0,2.0,10.0,-8.0
7.0,4.0,2.0,3.5
16.0,2.0,2.0,14.0
20.0,3.0,9.0,180.0
12.0,1.0,4.0,16.0
5.0,1.0,18.0,23.0
5.0,1.0,8.0,13.0
9.0,3.0,18.0,162.0
7.0,2.0,16.0,-9.0
8.0,2.0,1.0,7.0
1.0,2.0,2.0,-1.0
1.0,2.0,15.0,-14.0
6.0,4.0,1.0,6.0
4.0,3.0,16.0,64.0
2.0,4.0,18.0,0.1111111111111111
9.0,2.0,5.0,4.0
2.0,2.0,18.0,-16.0
15.0,3.0,6.0,90.0
16.0,4.0,10.0,1.6
7.0,1.0,1.0,8.0
3.0,3.0,6.0,18.0
4.0,1.0,5.0,9.0
1.0,1.0,5.0,6.0
9.0,2.0,18.0,-9.0
12.0,4.0,19.0,0.631578947368421
20.0,1.0,3.0,23.0
19.0,2.0,9.0,10.0
8.0,4.0,3.0,2.6666666666666665
18.0,3.0,19.0,342.0
1.0,3.0,17.0,17.0
9.0,3.0,20.0,180.0
5.0,4.0,9.0,0.5555555555555556
8.0,1.0,16.0,24.0
13.0,3.0,15.0,195.0
12.0,3.0,10.0,120.0
3.0,1.0,16.0,19.0
13.0,2.0,16.0,-3.0
14.0,3.0,7.0,98.0
11.0,2.0,11.0,0.0
7.0,2.0,13.0,-6.0
13.0,2.0,5.0,8.0
3.0,4.0,13.0,0.23076923076923078
17.0,3.0,16.0,272.0
14.0,3.0,17.0,238.0
18.0,4.0,16.0,1.125
17.0,1.0,4.0,21.0
2.0,4.0,8.0,0.25
11.0,2.0,19.0,-8.0
15.0,4.0,12.0,1.25
15.0,4.0,5.0,3.0
3.0,2.0,19.0,-16.0
2.0,1.0,10.0,12.0
13.0,3.0,5.0,65.0
3.0,2.0,2.0,1.0
12.0,1.0,11.0,23.0
18.0,2.0,1.0,17.0
3.0,2.0,7.0,-4.0
11.0,2.0,5.0,6.0
6.0,3.0,10.0,60.0
18.0,4.0,19.0,0.9473684210526315
8.0,2.0,15.0,-7.0
9.0,3.0,14.0,126.0
17.0,2.0,13.0,4.0
15.0,4.0,6.0,2.5
2.0,3.0,12.0,24.0
13.0,3.0,12.0,156.0
17.0,4.0,18.0,0.9444444444444444
9.0,1.0,10.0,19.0
20.0,4.0,18.0,1.1111111111111112
11.0,4.0,5.0,2.2
5.0,2.0,8.0,-3.0
20.0,2.0,19.0,1.0
18.0,2.0,9.0,9.0
19.0,2.0,9.0,10.0
6.0,1.0,19.0,25.0
14.0,1.0,16.0,30.0
18.0,4.0,16.0,1.125
12.0,1.0,18.0,30.0
12.0,1.0,5.0,17.0
16.0,4.0,12.0,1.3333333333333333
16.0,4.0,5.0,3.2
19.0,1.0,15.0,34.0
12.0,2.0,9.0,3.0
14.0,2.0,13.0,1.0
3.0,2.0,9.0,-6.0
17.0,4.0,18.0,0.9444444444444444
15.0,3.0,3.0,45.0
17.0,3.0,4.0,68.0
11.0,1.0,11.0,22.0
19.0,1.0,16.0,35.0
17.0,3.0,19.0,323.0
2.0,3.0,18.0,36.0
3.0,4.0,5.0,0.6
16.0,3.0,13.0,208.0
10.0,4.0,11.0,0.9090909090909091
14.0,1.0,20.0,34.0
17.0,1.0,19.0,36.0
19.0,4.0,5.0,3.8
14.0,1.0,13.0,27.0
9.0,4.0,14.0,0.6428571428571429
7.0,3.0,6.0,42.0
1.0,1.0,4.0,5.0
1.0,1.0,16.0,17.0
1.0,1.0,13.0,14.0
8.0,1.0,10.0,18.0
14.0,2.0,12.0,2.0
8.0,1.0,8.0,16.0
7.0,4.0,9.0,0.7777777777777778
3.0,2.0,13.0,-10.0
7.0,1.0,4.0,11.0
5.0,2.0,15.0,-10.0
2.0,2.0,14.0,-12.0
1.0,3.0,16.0,16.0
10.0,1.0,17.0,27.0
9.0,2.0,18.0,-9.0
8.0,1.0,3.0,11.0
1.0,3.0,17.0,17.0
3.0,4.0,14.0,0.21428571428571427
4.0,3.0,14.0,56.0
7.0,3.0,20.0,140.0
16.0,4.0,1.0,16.0
3.0,4.0,17.0,0.17647058823529413
19.0,2.0,20.0,-1.0
13.0,4.0,11.0,1.1818181818181819
12.0,3.0,15.0,180.0
8.0,4.0,7.0,1.1428571428571428
4.0,4.0,19.0,0.21052631578947367
7.0,4.0,10.0,0.7
17.0,4.0,18.0,0.9444444444444444
5.0,4.0,4.0,1.25
2.0,4.0,9.0,0.2222222222222222
14.0,3.0,11.0,154.0
19.0,4.0,12.0,1.5833333333333333
1.0,4.0,7.0,0.14285714285714285
14.0,2.0,8.0,6.0
4.0,3.0,12.0,48.0
18.0,2.0,11.0,7.0
11.0,1.0,7.0,18.0
18.0,4.0,15.0,1.2
9.0,2.0,13.0,-4.0
12.0,1.0,1.0,13.0
8.0,1.0,3.0,11.0
12.0,2.0,13.0,-1.0
10.0,3.0,17.0,170.0
2.0,1.0,8.0,10.0
1.0,1.0,20.0,21.0
5.0,1.0,17.0,22.0
13.0,4.0,19.0,0.6842105263157895
17.0,4.0,9.0,1.8888888888888888
18.0,3.0,12.0,216.0
3.0,2.0,3.0,0.0
11.0,2.0,12.0,-1.0
2.0,1.0,18.0,20.0
1.0,4.0,13.0,0.07692307692307693
11.0,1.0,19.0,30.0
14.0,3.0,17.0,238.0
12.0,2.0,7.0,5.0
20.0,3.0,6.0,120.0
5.0,4.0,10.0,0.5
2.0,1.0,20.0,22.0
12.0,3.0,7.0,84.0
7.0,3.0,11.0,77.0
20.0,1.0,2.0,22.0
2.0,1.0,15.0,17.0
13.0,4.0,20.0,0.65
8.0,1.0,20.0,28.0
6.0,4.0,15.0,0.4
20.0,4.0,19.0,1.0526315789473684
6.0,2.0,7.0,-1.0
1.0,2.0,9.0,-8.0
4.0,2.0,7.0,-3.0
8.0,4.0,18.0,0.4444444444444444
13.0,1.0,4.0,17.0
5.0,2.0,20.0,-15.0
20.0,3.0,5.0,100.0
16.0,2.0,9.0,7.0
15.0,3.0,1.0,15.0
5.0,1.0,5.0,10.0
3.0,4.0,18.0,0.16666666666666666
10.0,4.0,15.0,0.6666666666666666
2.0,3.0,18.0,36.0
16.0,3.0,1.0,16.0
4.0,2.0,3.0,1.0
4.0,4.0,7.0,0.5714285714285714
1.0,1.0,17.0,18.0
12.0,2.0,2.0,10.0
2.0,1.0,7.0,9.0
8.0,3.0,18.0,144.0
5.0,4.0,4.0,1.25
4.0,1.0,19.0,23.0
14.0,1.0,2.0,16.0
13.0,1.0,17.0,30.0
7.0,1.0,13.0,20.0
9.0,1.0,5.0,14.0
1.0,4.0,4.0,0.25
18.0,2.0,16.0,2.0
6.0,3.0,8.0,48.0
19.0,4.0,14.0,1.3571428571428572
16.0,4.0,3.0,5.333333333333333
7.0,4.0,16.0,0.4375
16.0,2.0,3.0,13.0
11.0,3.0,4.0,44.0
12.0,3.0,14.0,168.0
6.0,1.0,10.0,16.0
9.0,1.0,9.0,18.0
18.0,4.0,17.0,1.0588235294117647
12.0,4.0,14.0,0.8571428571428571
11.0,3.0,18.0,198.0
18.0,3.0,16.0,288.0
12.0,4.0,10.0,1.2
12.0,4.0,9.0,1.3333333333333333
14.0,1.0,16.0,30.0
14.0,1.0,13.0,27.0
12.0,2.0,18.0,-6.0
1.0,1.0,12.0,13.0
10.0,3.0,6.0,60.0
13.0,2.0,14.0,-1.0
7.0,2.0,3.0,4.0
20.0,2.0,9.0,11.0
12.0,3.0,5.0,60.0
10.0,4.0,4.0,2.5
8.0,2.0,2.0,6.0
8.0,4.0,19.0,0.42105263157894735
9.0,4.0,12.0,0.75
4.0,4.0,17.0,0.23529411764705882
8.0,2.0,6.0,2.0
2.0,2.0,20.0,-18.0
20.0,4.0,12.0,1.6666666666666667
13.0,1.0,5.0,18.0
15.0,4.0,12.0,1.25
7.0,2.0,4.0,3.0
17.0,1.0,8.0,25.0
17.0,4.0,15.0,1.1333333333333333
5.0,1.0,3.0,8.0
2.0,2.0,1.0,1.0
13.0,1.0,19.0,32.0
18.0,4.0,17.0,1.0588235294117647
10.0,1.0,16.0,26.0
2.0,1.0,11.0,13.0
1.0,1.0,20.0,21.0
18.0,3.0,4.0,72.0
2.0,1.0,9.0,11.0
3.0,3.0,7.0,21.0
11.0,2.0,18.0,-7.0
13.0,3.0,11.0,143.0
9.0,4.0,19.0,0.47368421052631576
18.0,4.0,18.0,1.0
9.0,1.0,3.0,12.0
10.0,2.0,18.0,-8.0
13.0,2.0,20.0,-7.0
2.0,1.0,19.0,21.0
17.0,4.0,10.0,1.7
7.0,3.0,12.0,84.0
5.0,4.0,3.0,1.6666666666666667
13.0,1.0,18.0,31.0
18.0,3.0,2.0,36.0
20.0,1.0,18.0,38.0
10.0,3.0,12.0,120.0
16.0,3.0,12.0,192.0
16.0,3.0,10.0,160.0
9.0,1.0,3.0,12.0
17.0,3.0,18.0,306.0
3.0,4.0,9.0,0.3333333333333333
11.0,2.0,12.0,-1.0
9.0,4.0,6.0,1.5
7.0,2.0,1.0,6.0
19.0,4.0,18.0,1.0555555555555556
11.0,1.0,19.0,30.0
15.0,4.0,17.0,0.8823529411764706
12.0,4.0,8.0,1.5
4.0,1.0,9.0,13.0
19.0,3.0,3.0,57.0
14.0,2.0,18.0,-4.0
18.0,4.0,2.0,9.0
20.0,3.0,9.0,180.0
9.0,3.0,8.0,72.0
8.0,3.0,12.0,96.0
7.0,3.0,8.0,56.0
2.0,1.0,15.0,17.0
6.0,1.0,15.0,21.0
10.0,3.0,20.0,200.0
15.0,4.0,11.0,1.3636363636363635
14.0,1.0,6.0,20.0
13.0,1.0,2.0,15.0
2.0,1.0,18.0,20.0
9.0,4.0,11.0,0.8181818181818182
5.0,3.0,3.0,15.0
4.0,2.0,6.0,-2.0
20.0,3.0,4.0,80.0
4.0,3.0,15.0,60.0
5.0,2.0,3.0,2.0
9.0,1.0,13.0,22.0
8.0,1.0,5.0,13.0
18.0,2.0,9.0,9.0
13.0,1.0,2.0,15.0
14.0,1.0,9.0,23.0
12.0,4.0,8.0,1.5
1.0,4.0,19.0,0.05263157894736842
12.0,4.0,9.0,1.3333333333333333
3.0,1.0,18.0,21.0
8.0,1.0,14.0,22.0
6.0,1.0,13.0,19.0
10.0,3.0,8.0,80.0
20.0,4.0,13.0,1.5384615384615385
19.0,3.0,19.0,361.0
6.0,2.0,3.0,3.0
9.0,3.0,13.0,117.0
4.0,1.0,18.0,22.0
7.0,3.0,12.0,84.0
4.0,2.0,14.0,-10.0
8.0,3.0,18.0,144.0
19.0,2.0,17.0,2.0
2.0,3.0,12.0,24.0
5.0,3.0,1.0,5.0
5.0,4.0,3.0,1.6666666666666667
14.0,1.0,20.0,34.0
16.0,2.0,20.0,-4.0
12.0,3.0,8.0,96.0
9.0,4.0,15.0,0.6
11.0,1.0,5.0,16.0
3.0,2.0,14.0,-11.0
2.0,1.0,14.0,16.0
14.0,1.0,1.0,15.0
5.0,1.0,14.0,19.0
12.0,4.0,18.0,0.6666666666666666
4.0,3.0,1.0,4.0
13.0,3.0,14.0,182.0
4.0,3.0,6.0,24.0
9.0,1.0,1.0,10.0
5.0,4.0,20.0,0.25
1.0,2.0,14.0,-13.0
20.0,4.0,1.0,20.0
8.0,3.0,14.0,112.0
9.0,1.0,16.0,25.0
8.0,4.0,11.0,0.7272727272727273
14.0,3.0,3.0,42.0
17.0,3.0,19.0,323.0
19.0,2.0,3.0,16.0
4.0,3.0,10.0,40.0
15.0,4.0,10.0,1.5
9.0,2.0,12.0,-3.0
5.0,3.0,7.0,35.0
16.0,4.0,12.0,1.3333333333333333
17.0,1.0,7.0,24.0
8.0,2.0,16.0,-8.0
15.0,1.0,11.0,26.0
5.0,1.0,3.0,8.0
10.0,4.0,11.0,0.9090909090909091
20.0,1.0,13.0,33.0
12.0,1.0,1.0,13.0
20.0,4.0,19.0,1.0526315789473684
18.0,3.0,9.0,162.0
1.0,4.0,20.0,0.05
12.0,1.0,19.0,31.0
1.0,4.0,11.0,0.09090909090909091
15.0,1.0,15.0,30.0
2.0,4.0,6.0,0.3333333333333333
19.0,3.0,1.0,19.0
7.0,2.0,1.0,6.0
4.0,3.0,6.0,24.0
3.0,1.0,15.0,18.0
10.0,1.0,2.0,12.0
2.0,1.0,7.0,9.0
3.0,3.0,12.0,36.0
2.0,3.0,19.0,38.0
11.0,3.0,6.0,66.0
2.0,2.0,7.0,-5.0
6.0,2.0,19.0,-13.0
1.0,3.0,7.0,7.0
17.0,4.0,13.0,1.3076923076923077
7.0,1.0,4.0,11.0
3.0,3.0,9.0,27.0
20.0,3.0,4.0,80.0
7.0,2.0,9.0,-2.0
14.0,4.0,20.0,0.7
16.0,4.0,3.0,5.333333333333333
7.0,1.0,19.0,26.0
3.0,3.0,12.0,36.0
11.0,2.0,2.0,9.0
5.0,4.0,7.0,0.7142857142857143
11.0,1.0,12.0,23.0
2.0,1.0,14.0,16.0
8.0,2.0,9.0,-1.0
20.0,3.0,18.0,360.0
14.0,2.0,3.0,11.0
8.0,4.0,20.0,0.4
19.0,1.0,14.0,33.0
17.0,1.0,11.0,28.0
2.0,4.0,16.0,0.125
3.0,2.0,6.0,-3.0
20.0,2.0,6.0,14.0
17.0,2.0,14.0,3.0
17.0,4.0,12.0,1.4166666666666667
15.0,4.0,17.0,0.8823529411764706
9.0,2.0,3.0,6.0
1.0,2.0,6.0,-5.0
3.0,2.0,2.0,1.0
16.0,3.0,18.0,288.0
14.0,4.0,19.0,0.7368421052631579
7.0,4.0,1.0,7.0
20.0,2.0,20.0,0.0
11.0,2.0,11.0,0.0
20.0,2.0,15.0,5.0
19.0,2.0,12.0,7.0
13.0,4.0,12.0,1.0833333333333333
11.0,1.0,17.0,28.0
3.0,2.0,14.0,-11.0
5.0,4.0,18.0,0.2777777777777778
1.0,2.0,15.0,-14.0
15.0,1.0,2.0,17.0
20.0,4.0,16.0,1.25
16.0,2.0,20.0,-4.0
13.0,3.0,18.0,234.0
18.0,4.0,1.0,18.0
1.0,2.0,19.0,-18.0
12.0,2.0,16.0,-4.0
17.0,4.0,19.0,0.8947368421052632
11.0,4.0,11.0,1.0
16.0,2.0,18.0,-2.0
10.0,2.0,18.0,-8.0
11.0,3.0,1.0,11.0
17.0,2.0,18.0,-1.0
9.0,3.0,10.0,90.0
19.0,1.0,16.0,35.0
14.0,4.0,16.0,0.875
17.0,4.0,3.0,5.666666666666667
8.0,4.0,18.0,0.4444444444444444
17.0,2.0,3.0,14.0
16.0,4.0,17.0,0.9411764705882353
7.0,3.0,6.0,42.0
1.0,2.0,20.0,-19.0
11.0,4.0,1.0,11.0
7.0,4.0,20.0,0.35
12.0,3.0,14.0,168.0
1.0,4.0,6.0,0.16666666666666666
15.0,2.0,15.0,0.0
15.0,1.0,15.0,30.0
6.0,2.0,15.0,-9.0
18.0,3.0,6.0,108.0
13.0,2.0,17.0,-4.0
14.0,2.0,6.0,8.0
16.0,4.0,2.0,8.0
14.0,4.0,7.0,2.0
16.0,3.0,3.0,48.0
8.0,1.0,6.0,14.0
7.0,4.0,5.0,1.4
16.0,4.0,15.0,1.0666666666666667
9.0,4.0,7.0,1.2857142857142858
5.0,2.0,1.0,4.0
9.0,4.0,4.0,2.25
9.0,3.0,2.0,18.0
11.0,4.0,5.0,2.2
5.0,3.0,5.0,25.0
18.0,1.0,13.0,31.0
15.0,3.0,4.0,60.0
15.0,2.0,17.0,-2.0
1.0,4.0,9.0,0.1111111111111111
9.0,2.0,11.0,-2.0
19.0,4.0,8.0,2.375
20.0,2.0,3.0,17.0
18.0,4.0,9.0,2.0
14.0,1.0,13.0,27.0
7.0,3.0,13.0,91.0
